"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://player.vimeo.com/video/524477359","text/html;charset=UTF-8","401","Unauthorized","Non-Indexable","Client Error","0","0.521","",""
