"Address","Occurrences","H1-1","H1-1 Length","Indexability","Indexability Status"
"https://www.sofoservis.sk/zasady-spracovania-osobnych-udajov","1","Zásady spracovania osobných údajov a systém ochrany osobných údajov podľa nariadenia GDPR","89","Indexable",""
