"Address","Content Type","Status Code","Status","Indexability","Indexability Status"
"https://www.sofoservis.sk/blog/kolko-stoji-vypratavanie-bytu-bratislava-2026","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/blog/vypratavanie-bytov-senec","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/blog/vypratavanie-pivnic-skladov-bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/blog/vypratavanie-po-zosnulom","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/blog/stahovanie-klavira-tazkych-predmetov","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/blog/stahovanie-kancelarie-ako-minimalizovat-prestoj","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/blog/hodinovy-manzel-sluzby-cena","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-levice","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/vypratavanie-odvoz-stareho-nabytku/bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-hlohovec","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/levice","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/trnava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/sala","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/galanta","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/nitra","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/bratislava","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-strojov-zariadeni","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/hodinovy-manzel-majster/piestany","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-trezorov","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/stahovanie-klavira","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-malacky","text/html; charset=utf-8","200","OK","Indexable",""
"https://www.sofoservis.sk/en/moving-piestany","text/html; charset=utf-8","200","OK","Indexable",""
