"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://www.sofoservis.sk/en/international-moving","text/html","308","Permanent Redirect","Non-Indexable","Redirected","1","0.921","https://www.sofoservis.sk/en/international-moving-services","HTTP Redirect"
