"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo7.png&w=3840&q=75","image/png","200","OK","Indexable","","","76","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo7.png&w=3840&q=75"
"https://www.sofoservis.sk/montaz-kuchyne","text/html; charset=utf-8","200","OK","Indexable","","4dbbfc79261c701b06a979ed88e0931f","40","https://www.sofoservis.sk/montaz-kuchyne","https://www.sofoservis.sk/montaz-kuchyne"
"https://www.sofoservis.sk/stahovanie-galanta","text/html; charset=utf-8","200","OK","Indexable","","9e91cde3094fcdbe73480e8c2d404fb7","44","https://www.sofoservis.sk/stahovanie-galanta","https://www.sofoservis.sk/stahovanie-galanta"
"https://www.sofoservis.sk/vypratavanie-bytov-domov","text/html; charset=utf-8","200","OK","Indexable","","c975e011f203949a9aabd4d8073e1ef3","50","https://www.sofoservis.sk/vypratavanie-bytov-domov","https://www.sofoservis.sk/vypratavanie-bytov-domov"
"https://www.sofoservis.sk/icons/briefcase_icon.svg","image/svg+xml","200","OK","Indexable","","","50","","https://www.sofoservis.sk/icons/briefcase_icon.svg"
"https://www.sofoservis.sk/_next/static/chunks/polyfills-42372ed130431b0a.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","112","","https://www.sofoservis.sk/_next/static/chunks/polyfills-42372ed130431b0a.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/stahovanie-nitra","text/html; charset=utf-8","200","OK","Indexable","","63578b54c1dc2447f2212ababb0eece8","42","https://www.sofoservis.sk/stahovanie-nitra","https://www.sofoservis.sk/stahovanie-nitra"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2FsofoClient1.webp&w=3840&q=75","image/jpeg","200","OK","Indexable","","","82","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2FsofoClient1.webp&w=3840&q=75"
"https://www.sofoservis.sk/stahovanie-senec","text/html; charset=utf-8","200","OK","Indexable","","b56f701fb372f64d9dd33df74a8c2a03","42","https://www.sofoservis.sk/stahovanie-senec","https://www.sofoservis.sk/stahovanie-senec"
"https://www.sofoservis.sk/buranie-demolacia-domov-bytov","text/html; charset=utf-8","200","OK","Indexable","","ab895d359c8c9a04d95ca1882c0a792","55","https://www.sofoservis.sk/buranie-demolacia-domov-bytov","https://www.sofoservis.sk/buranie-demolacia-domov-bytov"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo5.webp&w=3840&q=75","image/jpeg","200","OK","Indexable","","","77","","https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fvideo5.webp&w=3840&q=75"
"https://www.sofoservis.sk/vypratavanie","text/html; charset=utf-8","200","OK","Indexable","","ebc0e0c7554854e67217befa7909a174","38","https://www.sofoservis.sk/vypratavanie","https://www.sofoservis.sk/vypratavanie"
"https://www.sofoservis.sk/_next/static/chunks/4125-b340aabeb450612e.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","107","","https://www.sofoservis.sk/_next/static/chunks/4125-b340aabeb450612e.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
"https://www.sofoservis.sk/_next/static/chunks/5665-3ef2c46c7f612be0.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA","application/javascript; charset=utf-8","200","OK","Indexable","","","107","","https://www.sofoservis.sk/_next/static/chunks/5665-3ef2c46c7f612be0.js?dpl=dpl_3GP9ceHiL7vtr5UFShBBKPRvEpiA"
