"Address","Content Type","Size (bytes)","IMG Inlinks","Indexability","Indexability Status","Dimensions"
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Freview-avatar-1.png&w=3840&q=75","image/png","446712","883","Indexable","",""
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Freview-avatar-3.png&w=3840&q=75","image/png","432688","883","Indexable","",""
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Freview-avatar-2.png&w=3840&q=75","image/png","438722","883","Indexable","",""
"https://www.sofoservis.sk/_next/image?url=%2Fimages%2Fsofoservis%20zamestnanci.jpg&w=3840&q=75","image/jpeg","103178","4","Indexable","",""
